,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,DONGTAN
15186,2021-05-14 04:00:00,2021,5,14,0,4,0,22
15187,2021-05-14 05:00:00,2021,5,14,0,5,0,22
15188,2021-05-14 06:00:00,2021,5,14,0,6,1,24
15189,2021-05-14 07:00:00,2021,5,14,0,7,1,38
15190,2021-05-14 08:00:00,2021,5,14,0,8,1,50
15191,2021-05-14 09:00:00,2021,5,14,0,9,1,43
15192,2021-05-14 10:00:00,2021,5,14,0,10,1,40
15193,2021-05-14 11:00:00,2021,5,14,0,11,1,51
15194,2021-05-14 12:00:00,2021,5,14,0,12,2,44
15195,2021-05-14 13:00:00,2021,5,14,0,13,2,56
15196,2021-05-14 14:00:00,2021,5,14,0,14,2,55
15197,2021-05-14 15:00:00,2021,5,14,0,15,2,57
15198,2021-05-14 16:00:00,2021,5,14,0,16,2,54
15199,2021-05-14 17:00:00,2021,5,14,0,17,2,56
15200,2021-05-14 18:00:00,2021,5,14,0,18,3,56
15201,2021-05-14 19:00:00,2021,5,14,0,19,3,61
15202,2021-05-14 20:00:00,2021,5,14,0,20,3,62
15203,2021-05-14 21:00:00,2021,5,14,0,21,3,63
15204,2021-05-14 22:00:00,2021,5,14,0,22,3,53
15205,2021-05-14 23:00:00,2021,5,14,0,23,3,48
15206,2021-05-15 00:00:00,2021,5,15,0,0,0,41
15207,2021-05-15 01:00:00,2021,5,15,0,1,0,37
15208,2021-05-15 02:00:00,2021,5,15,0,2,0,20
15209,2021-05-15 03:00:00,2021,5,15,0,3,0,21
15210,2021-05-15 04:00:00,2021,5,15,0,4,0,24
15211,2021-05-15 05:00:00,2021,5,15,0,5,0,24
15212,2021-05-15 06:00:00,2021,5,15,0,6,1,22
15213,2021-05-15 07:00:00,2021,5,15,0,7,1,22
15214,2021-05-15 08:00:00,2021,5,15,0,8,1,26
15215,2021-05-15 09:00:00,2021,5,15,0,9,1,32
15216,2021-05-15 10:00:00,2021,5,15,0,10,1,44
15217,2021-05-15 11:00:00,2021,5,15,0,11,1,47
15218,2021-05-15 12:00:00,2021,5,15,0,12,2,52
15219,2021-05-15 13:00:00,2021,5,15,0,13,2,39
15220,2021-05-15 14:00:00,2021,5,15,0,14,2,39
15221,2021-05-15 15:00:00,2021,5,15,0,15,2,44
15222,2021-05-15 16:00:00,2021,5,15,0,16,2,35
15223,2021-05-15 17:00:00,2021,5,15,0,17,2,39
15224,2021-05-15 18:00:00,2021,5,15,0,18,3,42
15225,2021-05-15 19:00:00,2021,5,15,0,19,3,45
15226,2021-05-15 20:00:00,2021,5,15,0,20,3,53
15227,2021-05-15 21:00:00,2021,5,15,0,21,3,51
15228,2021-05-15 22:00:00,2021,5,15,0,22,3,53
15229,2021-05-15 23:00:00,2021,5,15,0,23,3,41
15230,2021-05-16 00:00:00,2021,5,16,0,0,0,37
15231,2021-05-16 01:00:00,2021,5,16,0,1,0,35
15232,2021-05-16 02:00:00,2021,5,16,0,2,0,24
15233,2021-05-16 03:00:00,2021,5,16,0,3,0,24
15234,2021-05-16 04:00:00,2021,5,16,0,4,0,22
15235,2021-05-16 05:00:00,2021,5,16,0,5,0,20
15236,2021-05-16 06:00:00,2021,5,16,0,6,1,25
15237,2021-05-16 07:00:00,2021,5,16,0,7,1,21
15238,2021-05-16 08:00:00,2021,5,16,0,8,1,29
15239,2021-05-16 09:00:00,2021,5,16,0,9,1,30
15240,2021-05-16 10:00:00,2021,5,16,0,10,1,42
15241,2021-05-16 11:00:00,2021,5,16,0,11,1,38
15242,2021-05-16 12:00:00,2021,5,16,0,12,2,37
15243,2021-05-16 13:00:00,2021,5,16,0,13,2,35
15244,2021-05-16 14:00:00,2021,5,16,0,14,2,41
15245,2021-05-16 15:00:00,2021,5,16,0,15,2,38
15246,2021-05-16 16:00:00,2021,5,16,0,16,2,37
15247,2021-05-16 17:00:00,2021,5,16,0,17,2,42
15248,2021-05-16 18:00:00,2021,5,16,0,18,3,42
15249,2021-05-16 19:00:00,2021,5,16,0,19,3,52
15250,2021-05-16 20:00:00,2021,5,16,0,20,3,55
15251,2021-05-16 21:00:00,2021,5,16,0,21,3,59
15252,2021-05-16 22:00:00,2021,5,16,0,22,3,56
15253,2021-05-16 23:00:00,2021,5,16,0,23,3,44
15254,2021-05-17 00:00:00,2021,5,17,0,0,0,38
15255,2021-05-17 01:00:00,2021,5,17,0,1,0,27
15256,2021-05-17 02:00:00,2021,5,17,0,2,0,26
15257,2021-05-17 03:00:00,2021,5,17,0,3,0,24
15258,2021-05-17 04:00:00,2021,5,17,0,4,0,22
15259,2021-05-17 05:00:00,2021,5,17,0,5,0,24
15260,2021-05-17 06:00:00,2021,5,17,0,6,1,30
15261,2021-05-17 07:00:00,2021,5,17,0,7,1,40
15262,2021-05-17 08:00:00,2021,5,17,0,8,1,46
15263,2021-05-17 09:00:00,2021,5,17,0,9,1,39
15264,2021-05-17 10:00:00,2021,5,17,0,10,1,33
15265,2021-05-17 11:00:00,2021,5,17,0,11,1,34
15266,2021-05-17 12:00:00,2021,5,17,0,12,2,36
15267,2021-05-17 13:00:00,2021,5,17,0,13,2,35
15268,2021-05-17 14:00:00,2021,5,17,0,14,2,35
15269,2021-05-17 15:00:00,2021,5,17,0,15,2,36
15270,2021-05-17 16:00:00,2021,5,17,0,16,2,36
15271,2021-05-17 17:00:00,2021,5,17,0,17,2,35
15272,2021-05-17 18:00:00,2021,5,17,0,18,3,39
15273,2021-05-17 19:00:00,2021,5,17,0,19,3,44
15274,2021-05-17 20:00:00,2021,5,17,0,20,3,57
15275,2021-05-17 21:00:00,2021,5,17,0,21,3,64
15276,2021-05-17 22:00:00,2021,5,17,0,22,3,62
15277,2021-05-17 23:00:00,2021,5,17,0,23,3,51
15278,2021-05-18 00:00:00,2021,5,18,0,0,0,39
15279,2021-05-18 01:00:00,2021,5,18,0,1,0,36
15280,2021-05-18 02:00:00,2021,5,18,0,2,0,29
15281,2021-05-18 03:00:00,2021,5,18,0,3,0,27
15282,2021-05-18 04:00:00,2021,5,18,0,4,0,27
15283,2021-05-18 05:00:00,2021,5,18,0,5,0,25
15284,2021-05-18 06:00:00,2021,5,18,0,6,1,30
15285,2021-05-18 07:00:00,2021,5,18,0,7,1,46
15286,2021-05-18 08:00:00,2021,5,18,0,8,1,48
15287,2021-05-18 09:00:00,2021,5,18,0,9,1,52
15288,2021-05-18 10:00:00,2021,5,18,0,10,1,46
15289,2021-05-18 11:00:00,2021,5,18,0,11,1,51
15290,2021-05-18 12:00:00,2021,5,18,0,12,2,57
15291,2021-05-18 13:00:00,2021,5,18,0,13,2,49
15292,2021-05-18 14:00:00,2021,5,18,0,14,2,54
15293,2021-05-18 15:00:00,2021,5,18,0,15,2,50
15294,2021-05-18 16:00:00,2021,5,18,0,16,2,57
15295,2021-05-18 17:00:00,2021,5,18,0,17,2,48
15296,2021-05-18 18:00:00,2021,5,18,0,18,3,46
15297,2021-05-18 19:00:00,2021,5,18,0,19,3,44
15298,2021-05-18 20:00:00,2021,5,18,0,20,3,38
15299,2021-05-18 21:00:00,2021,5,18,0,21,3,39
15300,2021-05-18 22:00:00,2021,5,18,0,22,3,44
15301,2021-05-18 23:00:00,2021,5,18,0,23,3,44
15302,2021-05-19 00:00:00,2021,5,19,0,0,0,40
15303,2021-05-19 01:00:00,2021,5,19,0,1,0,35
15304,2021-05-19 02:00:00,2021,5,19,0,2,0,32
15305,2021-05-19 03:00:00,2021,5,19,0,3,0,27
15306,2021-05-19 04:00:00,2021,5,19,0,4,0,26
15307,2021-05-19 05:00:00,2021,5,19,0,5,0,26
15308,2021-05-19 06:00:00,2021,5,19,0,6,1,25
15309,2021-05-19 07:00:00,2021,5,19,0,7,1,26
15310,2021-05-19 08:00:00,2021,5,19,0,8,1,25
15311,2021-05-19 09:00:00,2021,5,19,0,9,1,35
15312,2021-05-19 10:00:00,2021,5,19,0,10,1,43
15313,2021-05-19 11:00:00,2021,5,19,0,11,1,42
15314,2021-05-19 12:00:00,2021,5,19,0,12,2,38
15315,2021-05-19 13:00:00,2021,5,19,0,13,2,40
15316,2021-05-19 14:00:00,2021,5,19,0,14,2,33
15317,2021-05-19 15:00:00,2021,5,19,0,15,2,37
15318,2021-05-19 16:00:00,2021,5,19,0,16,2,38
15319,2021-05-19 17:00:00,2021,5,19,0,17,2,38
15320,2021-05-19 18:00:00,2021,5,19,0,18,3,37
15321,2021-05-19 19:00:00,2021,5,19,0,19,3,48
15322,2021-05-19 20:00:00,2021,5,19,0,20,3,53
15323,2021-05-19 21:00:00,2021,5,19,0,21,3,55
15324,2021-05-19 22:00:00,2021,5,19,0,22,3,54
15325,2021-05-19 23:00:00,2021,5,19,0,23,3,49
15326,2021-05-20 00:00:00,2021,5,20,0,0,0,35
15327,2021-05-20 01:00:00,2021,5,20,0,1,0,29
15328,2021-05-20 02:00:00,2021,5,20,0,2,0,25
15329,2021-05-20 03:00:00,2021,5,20,0,3,0,24
15330,2021-05-20 04:00:00,2021,5,20,0,4,0,25
15331,2021-05-20 05:00:00,2021,5,20,0,5,0,24
15332,2021-05-20 06:00:00,2021,5,20,0,6,1,24
15333,2021-05-20 07:00:00,2021,5,20,0,7,1,41
15334,2021-05-20 08:00:00,2021,5,20,0,8,1,42
15335,2021-05-20 09:00:00,2021,5,20,0,9,1,40
15336,2021-05-20 10:00:00,2021,5,20,0,10,1,37
15337,2021-05-20 11:00:00,2021,5,20,0,11,1,33
15338,2021-05-20 12:00:00,2021,5,20,0,12,2,35
15339,2021-05-20 13:00:00,2021,5,20,0,13,2,41
15340,2021-05-20 14:00:00,2021,5,20,0,14,2,41
15341,2021-05-20 15:00:00,2021,5,20,0,15,2,41
15342,2021-05-20 16:00:00,2021,5,20,0,16,2,38
15343,2021-05-20 17:00:00,2021,5,20,0,17,2,38
15344,2021-05-20 18:00:00,2021,5,20,0,18,3,41
15345,2021-05-20 19:00:00,2021,5,20,0,19,3,46
15346,2021-05-20 20:00:00,2021,5,20,0,20,3,49
15347,2021-05-20 21:00:00,2021,5,20,0,21,3,61
15348,2021-05-20 22:00:00,2021,5,20,0,22,3,57
15349,2021-05-20 23:00:00,2021,5,20,0,23,3,49
15350,2021-05-21 00:00:00,2021,5,21,0,0,0,43
15351,2021-05-21 01:00:00,2021,5,21,0,1,0,31
15352,2021-05-21 02:00:00,2021,5,21,0,2,0,27
15353,2021-05-21 03:00:00,2021,5,21,0,3,0,26
15354,2021-05-21 04:00:00,2021,5,21,0,4,0,24
15355,2021-05-21 05:00:00,2021,5,21,0,5,0,26
15356,2021-05-21 06:00:00,2021,5,21,0,6,1,25
15357,2021-05-21 07:00:00,2021,5,21,0,7,1,38
15358,2021-05-21 08:00:00,2021,5,21,0,8,1,43
15359,2021-05-21 09:00:00,2021,5,21,0,9,1,43
15360,2021-05-21 10:00:00,2021,5,21,0,10,1,34
15361,2021-05-21 11:00:00,2021,5,21,0,11,1,44
15362,2021-05-21 12:00:00,2021,5,21,0,12,2,58
15363,2021-05-21 13:00:00,2021,5,21,0,13,2,50
15364,2021-05-21 14:00:00,2021,5,21,0,14,2,24
15365,2021-05-21 15:00:00,2021,5,21,0,15,2,48
15366,2021-05-21 16:00:00,2021,5,21,0,16,2,49
15367,2021-05-21 17:00:00,2021,5,21,0,17,2,50
15368,2021-05-21 18:00:00,2021,5,21,0,18,3,46
15369,2021-05-21 19:00:00,2021,5,21,0,19,3,61
15370,2021-05-21 20:00:00,2021,5,21,0,20,3,65
15371,2021-05-21 21:00:00,2021,5,21,0,21,3,66
15372,2021-05-21 22:00:00,2021,5,21,0,22,3,62
15373,2021-05-21 23:00:00,2021,5,21,0,23,3,60
15374,2021-05-22 00:00:00,2021,5,22,0,0,0,43
15375,2021-05-22 01:00:00,2021,5,22,0,1,0,35
15376,2021-05-22 02:00:00,2021,5,22,0,2,0,32
15377,2021-05-22 03:00:00,2021,5,22,0,3,0,29
15378,2021-05-22 04:00:00,2021,5,22,0,4,0,29
15379,2021-05-22 05:00:00,2021,5,22,0,5,0,26
15380,2021-05-22 06:00:00,2021,5,22,0,6,1,28
15381,2021-05-22 07:00:00,2021,5,22,0,7,1,28
15382,2021-05-22 08:00:00,2021,5,22,0,8,1,37
15383,2021-05-22 09:00:00,2021,5,22,0,9,1,51
15384,2021-05-22 10:00:00,2021,5,22,0,10,1,56
15385,2021-05-22 11:00:00,2021,5,22,0,11,1,59
15386,2021-05-22 12:00:00,2021,5,22,0,12,2,56
15387,2021-05-22 13:00:00,2021,5,22,0,13,2,53
15388,2021-05-22 14:00:00,2021,5,22,0,14,2,49
15389,2021-05-22 15:00:00,2021,5,22,0,15,2,46
15390,2021-05-22 16:00:00,2021,5,22,0,16,2,42
15391,2021-05-22 17:00:00,2021,5,22,0,17,2,40
15392,2021-05-22 18:00:00,2021,5,22,0,18,3,42
15393,2021-05-22 19:00:00,2021,5,22,0,19,3,47
15394,2021-05-22 20:00:00,2021,5,22,0,20,3,52
15395,2021-05-22 21:00:00,2021,5,22,0,21,3,54
15396,2021-05-22 22:00:00,2021,5,22,0,22,3,51
15397,2021-05-22 23:00:00,2021,5,22,0,23,3,44
15398,2021-05-23 00:00:00,2021,5,23,0,0,0,44
15399,2021-05-23 01:00:00,2021,5,23,0,1,0,37
15400,2021-05-23 02:00:00,2021,5,23,0,2,0,30
15401,2021-05-23 03:00:00,2021,5,23,0,3,0,26
15402,2021-05-23 04:00:00,2021,5,23,0,4,0,28
15403,2021-05-23 05:00:00,2021,5,23,0,5,0,24
15404,2021-05-23 06:00:00,2021,5,23,0,6,1,24
15405,2021-05-23 07:00:00,2021,5,23,0,7,1,24
15406,2021-05-23 08:00:00,2021,5,23,0,8,1,27
15407,2021-05-23 09:00:00,2021,5,23,0,9,1,36
15408,2021-05-23 10:00:00,2021,5,23,0,10,1,38
15409,2021-05-23 11:00:00,2021,5,23,0,11,1,50
15410,2021-05-23 12:00:00,2021,5,23,0,12,2,42
15411,2021-05-23 13:00:00,2021,5,23,0,13,2,47
15412,2021-05-23 14:00:00,2021,5,23,0,14,2,44
15413,2021-05-23 15:00:00,2021,5,23,0,15,2,41
15414,2021-05-23 16:00:00,2021,5,23,0,16,2,38
15415,2021-05-23 17:00:00,2021,5,23,0,17,2,38
15416,2021-05-23 18:00:00,2021,5,23,0,18,3,41
15417,2021-05-23 19:00:00,2021,5,23,0,19,3,48
15418,2021-05-23 20:00:00,2021,5,23,0,20,3,61
15419,2021-05-23 21:00:00,2021,5,23,0,21,3,67
15420,2021-05-23 22:00:00,2021,5,23,0,22,3,58
15421,2021-05-23 23:00:00,2021,5,23,0,23,3,43
15422,2021-05-24 00:00:00,2021,5,24,0,0,0,38
15423,2021-05-24 01:00:00,2021,5,24,0,1,0,25
15424,2021-05-24 02:00:00,2021,5,24,0,2,0,21
15425,2021-05-24 03:00:00,2021,5,24,0,3,0,28
15426,2021-05-24 04:00:00,2021,5,24,0,4,0,29
15427,2021-05-24 05:00:00,2021,5,24,0,5,0,23
15428,2021-05-24 06:00:00,2021,5,24,0,6,1,24
15429,2021-05-24 07:00:00,2021,5,24,0,7,1,36
15430,2021-05-24 08:00:00,2021,5,24,0,8,1,41
15431,2021-05-24 09:00:00,2021,5,24,0,9,1,44
15432,2021-05-24 10:00:00,2021,5,24,0,10,1,43
15433,2021-05-24 11:00:00,2021,5,24,0,11,1,56
15434,2021-05-24 12:00:00,2021,5,24,0,12,2,60
15435,2021-05-24 13:00:00,2021,5,24,0,13,2,56
15436,2021-05-24 14:00:00,2021,5,24,0,14,2,52
15437,2021-05-24 15:00:00,2021,5,24,0,15,2,53
15438,2021-05-24 16:00:00,2021,5,24,0,16,2,52
15439,2021-05-24 17:00:00,2021,5,24,0,17,2,47
15440,2021-05-24 18:00:00,2021,5,24,0,18,3,46
15441,2021-05-24 19:00:00,2021,5,24,0,19,3,53
15442,2021-05-24 20:00:00,2021,5,24,0,20,3,57
15443,2021-05-24 21:00:00,2021,5,24,0,21,3,60
15444,2021-05-24 22:00:00,2021,5,24,0,22,3,58
15445,2021-05-24 23:00:00,2021,5,24,0,23,3,46
15446,2021-05-25 00:00:00,2021,5,25,0,0,0,39
15447,2021-05-25 01:00:00,2021,5,25,0,1,0,29
15448,2021-05-25 02:00:00,2021,5,25,0,2,0,27
15449,2021-05-25 03:00:00,2021,5,25,0,3,0,23
15450,2021-05-25 04:00:00,2021,5,25,0,4,0,24
15451,2021-05-25 05:00:00,2021,5,25,0,5,0,23
15452,2021-05-25 06:00:00,2021,5,25,0,6,1,25
15453,2021-05-25 07:00:00,2021,5,25,0,7,1,37
15454,2021-05-25 08:00:00,2021,5,25,0,8,1,48
15455,2021-05-25 09:00:00,2021,5,25,0,9,1,47
15456,2021-05-25 10:00:00,2021,5,25,0,10,1,38
15457,2021-05-25 11:00:00,2021,5,25,0,11,1,43
15458,2021-05-25 12:00:00,2021,5,25,0,12,2,45
15459,2021-05-25 13:00:00,2021,5,25,0,13,2,46
15460,2021-05-25 14:00:00,2021,5,25,0,14,2,47
15461,2021-05-25 15:00:00,2021,5,25,0,15,2,48
15462,2021-05-25 16:00:00,2021,5,25,0,16,2,42
15463,2021-05-25 17:00:00,2021,5,25,0,17,2,40
15464,2021-05-25 18:00:00,2021,5,25,0,18,3,40
15465,2021-05-25 19:00:00,2021,5,25,0,19,3,49
15466,2021-05-25 20:00:00,2021,5,25,0,20,3,54
15467,2021-05-25 21:00:00,2021,5,25,0,21,3,61
15468,2021-05-25 22:00:00,2021,5,25,0,22,3,63
15469,2021-05-25 23:00:00,2021,5,25,0,23,3,54
15470,2021-05-26 00:00:00,2021,5,26,0,0,0,42
15471,2021-05-26 01:00:00,2021,5,26,0,1,0,35
15472,2021-05-26 02:00:00,2021,5,26,0,2,0,28
15473,2021-05-26 03:00:00,2021,5,26,0,3,0,27
15474,2021-05-26 04:00:00,2021,5,26,0,4,0,26
15475,2021-05-26 05:00:00,2021,5,26,0,5,0,24
15476,2021-05-26 06:00:00,2021,5,26,0,6,1,28
15477,2021-05-26 07:00:00,2021,5,26,0,7,1,41
15478,2021-05-26 08:00:00,2021,5,26,0,8,1,49
15479,2021-05-26 09:00:00,2021,5,26,0,9,1,47
15480,2021-05-26 10:00:00,2021,5,26,0,10,1,41
15481,2021-05-26 11:00:00,2021,5,26,0,11,1,51
15482,2021-05-26 12:00:00,2021,5,26,0,12,2,51
15483,2021-05-26 13:00:00,2021,5,26,0,13,2,49
15484,2021-05-26 14:00:00,2021,5,26,0,14,2,48
15485,2021-05-26 15:00:00,2021,5,26,0,15,2,43
15486,2021-05-26 16:00:00,2021,5,26,0,16,2,38
15487,2021-05-26 17:00:00,2021,5,26,0,17,2,37
15488,2021-05-26 18:00:00,2021,5,26,0,18,3,38
15489,2021-05-26 19:00:00,2021,5,26,0,19,3,51
15490,2021-05-26 20:00:00,2021,5,26,0,20,3,57
15491,2021-05-26 21:00:00,2021,5,26,0,21,3,58
15492,2021-05-26 22:00:00,2021,5,26,0,22,3,55
15493,2021-05-26 23:00:00,2021,5,26,0,23,3,47
15494,2021-05-27 00:00:00,2021,5,27,0,0,0,38
15495,2021-05-27 01:00:00,2021,5,27,0,1,0,32
15496,2021-05-27 02:00:00,2021,5,27,0,2,0,27
15497,2021-05-27 03:00:00,2021,5,27,0,3,0,27
15498,2021-05-27 04:00:00,2021,5,27,0,4,0,25
15499,2021-05-27 05:00:00,2021,5,27,0,5,0,26
15500,2021-05-27 06:00:00,2021,5,27,0,6,1,28
15501,2021-05-27 07:00:00,2021,5,27,0,7,1,35
15502,2021-05-27 08:00:00,2021,5,27,0,8,1,43
15503,2021-05-27 09:00:00,2021,5,27,0,9,1,47
15504,2021-05-27 10:00:00,2021,5,27,0,10,1,44
15505,2021-05-27 11:00:00,2021,5,27,0,11,1,49
15506,2021-05-27 12:00:00,2021,5,27,0,12,2,51
15507,2021-05-27 13:00:00,2021,5,27,0,13,2,48
15508,2021-05-27 14:00:00,2021,5,27,0,14,2,46
15509,2021-05-27 15:00:00,2021,5,27,0,15,2,49
15510,2021-05-27 16:00:00,2021,5,27,0,16,2,41
15511,2021-05-27 17:00:00,2021,5,27,0,17,2,43
15512,2021-05-27 18:00:00,2021,5,27,0,18,3,41
15513,2021-05-27 19:00:00,2021,5,27,0,19,3,51
15514,2021-05-27 20:00:00,2021,5,27,0,20,3,57
15515,2021-05-27 21:00:00,2021,5,27,0,21,3,64
15516,2021-05-27 22:00:00,2021,5,27,0,22,3,62
15517,2021-05-27 23:00:00,2021,5,27,0,23,3,57
15518,2021-05-28 00:00:00,2021,5,28,0,0,0,44
15519,2021-05-28 01:00:00,2021,5,28,0,1,0,38
15520,2021-05-28 02:00:00,2021,5,28,0,2,0,33
15521,2021-05-28 03:00:00,2021,5,28,0,3,0,31
15522,2021-05-28 04:00:00,2021,5,28,0,4,0,29
15523,2021-05-28 05:00:00,2021,5,28,0,5,0,30
15524,2021-05-28 06:00:00,2021,5,28,0,6,1,33
15525,2021-05-28 07:00:00,2021,5,28,0,7,1,42
15526,2021-05-28 08:00:00,2021,5,28,0,8,1,48
15527,2021-05-28 09:00:00,2021,5,28,0,9,1,43
15528,2021-05-28 10:00:00,2021,5,28,0,10,1,39
15529,2021-05-28 11:00:00,2021,5,28,0,11,1,41
15530,2021-05-28 12:00:00,2021,5,28,0,12,2,44
15531,2021-05-28 13:00:00,2021,5,28,0,13,2,44
15532,2021-05-28 14:00:00,2021,5,28,0,14,2,45
15533,2021-05-28 15:00:00,2021,5,28,0,15,2,41
15534,2021-05-28 16:00:00,2021,5,28,0,16,2,37
15535,2021-05-28 17:00:00,2021,5,28,0,17,2,38
15536,2021-05-28 18:00:00,2021,5,28,0,18,3,39
15537,2021-05-28 19:00:00,2021,5,28,0,19,3,47
15538,2021-05-28 20:00:00,2021,5,28,0,20,3,55
15539,2021-05-28 21:00:00,2021,5,28,0,21,3,55
15540,2021-05-28 22:00:00,2021,5,28,0,22,3,54
15541,2021-05-28 23:00:00,2021,5,28,0,23,3,47
15542,2021-05-29 00:00:00,2021,5,29,0,0,0,43
15543,2021-05-29 01:00:00,2021,5,29,0,1,0,35
15544,2021-05-29 02:00:00,2021,5,29,0,2,0,32
15545,2021-05-29 03:00:00,2021,5,29,0,3,0,28
15546,2021-05-29 04:00:00,2021,5,29,0,4,0,28
15547,2021-05-29 05:00:00,2021,5,29,0,5,0,26
15548,2021-05-29 06:00:00,2021,5,29,0,6,1,26
15549,2021-05-29 07:00:00,2021,5,29,0,7,1,27
15550,2021-05-29 08:00:00,2021,5,29,0,8,1,30
15551,2021-05-29 09:00:00,2021,5,29,0,9,1,44
15552,2021-05-29 10:00:00,2021,5,29,0,10,1,54
15553,2021-05-29 11:00:00,2021,5,29,0,11,1,56
15554,2021-05-29 12:00:00,2021,5,29,0,12,2,52
15555,2021-05-29 13:00:00,2021,5,29,0,13,2,54
15556,2021-05-29 14:00:00,2021,5,29,0,14,2,49
15557,2021-05-29 15:00:00,2021,5,29,0,15,2,45
15558,2021-05-29 16:00:00,2021,5,29,0,16,2,34
15559,2021-05-29 17:00:00,2021,5,29,0,17,2,36
15560,2021-05-29 18:00:00,2021,5,29,0,18,3,39
15561,2021-05-29 19:00:00,2021,5,29,0,19,3,45
15562,2021-05-29 20:00:00,2021,5,29,0,20,3,52
15563,2021-05-29 21:00:00,2021,5,29,0,21,3,55
15564,2021-05-29 22:00:00,2021,5,29,0,22,3,53
15565,2021-05-29 23:00:00,2021,5,29,0,23,3,48
15566,2021-05-30 00:00:00,2021,5,30,0,0,0,43
15567,2021-05-30 01:00:00,2021,5,30,0,1,0,36
15568,2021-05-30 02:00:00,2021,5,30,0,2,0,31
15569,2021-05-30 03:00:00,2021,5,30,0,3,0,27
15570,2021-05-30 04:00:00,2021,5,30,0,4,0,26
15571,2021-05-30 05:00:00,2021,5,30,0,5,0,24
15572,2021-05-30 06:00:00,2021,5,30,0,6,1,27
15573,2021-05-30 07:00:00,2021,5,30,0,7,1,23
15574,2021-05-30 08:00:00,2021,5,30,0,8,1,24
15575,2021-05-30 09:00:00,2021,5,30,0,9,1,33
15576,2021-05-30 10:00:00,2021,5,30,0,10,1,43
15577,2021-05-30 11:00:00,2021,5,30,0,11,1,47
15578,2021-05-30 12:00:00,2021,5,30,0,12,2,48
15579,2021-05-30 13:00:00,2021,5,30,0,13,2,47
15580,2021-05-30 14:00:00,2021,5,30,0,14,2,48
15581,2021-05-30 15:00:00,2021,5,30,0,15,2,45
15582,2021-05-30 16:00:00,2021,5,30,0,16,2,39
15583,2021-05-30 17:00:00,2021,5,30,0,17,2,45
15584,2021-05-30 18:00:00,2021,5,30,0,18,3,48
15585,2021-05-30 19:00:00,2021,5,30,0,19,3,51
15586,2021-05-30 20:00:00,2021,5,30,0,20,3,62
15587,2021-05-30 21:00:00,2021,5,30,0,21,3,65
15588,2021-05-30 22:00:00,2021,5,30,0,22,3,60
15589,2021-05-30 23:00:00,2021,5,30,0,23,3,52
15590,2021-05-31 00:00:00,2021,5,31,0,0,0,41
15591,2021-05-31 01:00:00,2021,5,31,0,1,0,33
15592,2021-05-31 02:00:00,2021,5,31,0,2,0,30
15593,2021-05-31 03:00:00,2021,5,31,0,3,0,24
15594,2021-05-31 04:00:00,2021,5,31,0,4,0,24
15595,2021-05-31 05:00:00,2021,5,31,0,5,0,25
15596,2021-05-31 06:00:00,2021,5,31,0,6,1,28
15597,2021-05-31 07:00:00,2021,5,31,0,7,1,40
15598,2021-05-31 08:00:00,2021,5,31,0,8,1,48
15599,2021-05-31 09:00:00,2021,5,31,0,9,1,44
15600,2021-05-31 10:00:00,2021,5,31,0,10,1,39
15601,2021-05-31 11:00:00,2021,5,31,0,11,1,47
15602,2021-05-31 12:00:00,2021,5,31,0,12,2,48
15603,2021-05-31 13:00:00,2021,5,31,0,13,2,49
15604,2021-05-31 14:00:00,2021,5,31,0,14,2,49
15605,2021-05-31 15:00:00,2021,5,31,0,15,2,51
15606,2021-05-31 16:00:00,2021,5,31,0,16,2,56
15607,2021-05-31 17:00:00,2021,5,31,0,17,2,49
15608,2021-05-31 18:00:00,2021,5,31,0,18,3,45
15609,2021-05-31 19:00:00,2021,5,31,0,19,3,50
15610,2021-05-31 20:00:00,2021,5,31,0,20,3,57
15611,2021-05-31 21:00:00,2021,5,31,0,21,3,59
15612,2021-05-31 22:00:00,2021,5,31,0,22,3,55
15613,2021-05-31 23:00:00,2021,5,31,0,23,3,46
15614,2021-06-01 00:00:00,2021,6,1,1,0,0,32
15615,2021-06-01 01:00:00,2021,6,1,1,1,0,24
15616,2021-06-01 02:00:00,2021,6,1,1,2,0,24
15617,2021-06-01 03:00:00,2021,6,1,1,3,0,22
15618,2021-06-01 04:00:00,2021,6,1,1,4,0,22
15619,2021-06-01 05:00:00,2021,6,1,1,5,0,21
15620,2021-06-01 06:00:00,2021,6,1,1,6,1,21
15621,2021-06-01 07:00:00,2021,6,1,1,7,1,32
15622,2021-06-01 08:00:00,2021,6,1,1,8,1,40
15623,2021-06-01 09:00:00,2021,6,1,1,9,1,43
15624,2021-06-01 10:00:00,2021,6,1,1,10,1,53
15625,2021-06-01 11:00:00,2021,6,1,1,11,1,58
15626,2021-06-01 12:00:00,2021,6,1,1,12,2,59
15627,2021-06-01 13:00:00,2021,6,1,1,13,2,58
15628,2021-06-01 14:00:00,2021,6,1,1,14,2,62
15629,2021-06-01 15:00:00,2021,6,1,1,15,2,59
15630,2021-06-01 16:00:00,2021,6,1,1,16,2,58
15631,2021-06-01 17:00:00,2021,6,1,1,17,2,56
15632,2021-06-01 18:00:00,2021,6,1,1,18,3,56
15633,2021-06-01 19:00:00,2021,6,1,1,19,3,56
15634,2021-06-01 20:00:00,2021,6,1,1,20,3,60
15635,2021-06-01 21:00:00,2021,6,1,1,21,3,62
